-0.6233237974050967;-0.6095428845156943;-0.6706133278022882;-0.6470680846842755;-0.5347693300944223;-0.5809920042883387;-0.5768730547796792;-0.5860291180864512;-0.581770377022312
-0.6256767396927989;-0.6158683943016371;-0.6821533744956219;-0.6465626354325248;-0.5427883378490324;-0.5829904817160777;-0.582510073675033;-0.5936973433771445;-0.5878235508051277
-0.6277440690115073;-0.621928799767341;-0.6931858866103376;-0.6463837482290022;-0.5512611089298103;-0.5852748301966051;-0.5880149761632112;-0.6012346248640307;-0.5937642694593099
-0.6295334130318503;-0.6277263537963452;-0.7037229545586079;-0.6464905617420145;-0.5600864544797366;-0.5877959211736737;-0.5933768417875891;-0.6086259222618325;-0.5995782446351907
-0.6310522801526262;-0.6332635039870369;-0.7137765372238999;-0.6468451323711149;-0.5691728683446495;-0.590508589215941;-0.598585879768113;-0.6158577040635947;-0.6052525734492982
-0.6323080587393843;-0.638542877665074;-0.7233584556647124;-0.647412265085237;-0.5784377945409078;-0.5933713792423481;-0.6036333591695131;-0.622917852239129;-0.6107756533522324
-0.6333080165300924;-0.6435672676395324;-0.7324803874095921;-0.648159353079867;-0.5878069442685792;-0.5963463081282891;-0.6085115426751704;-0.6297955720187014;-0.6161371014147483
-0.6340593001983792;-0.6483396186714405;-0.7411538613106416;-0.6490562258215626;-0.5972136593304149;-0.5993986399273146;-0.6132136237966226;-0.6364813065134187;-0.6213276778222812
-0.6345689350652368;-0.6528630146241936;-0.7493902529242376;-0.6500750050688364;-0.6065983190076265;-0.6024966739822588;-0.6177336673570226;-0.6429666559354281;-0.6263392133773662
-0.6348438249505346;-0.6571406662671648;-0.757200780389176;-0.6511899684773104;-0.6159077876228234;-0.6056115452365807;-0.6220665530933132;-0.6492443011920197;-0.6311645408188711
-0.6221803698032793;-0.6906003411458501;-0.8215655385193132;-0.665138699425512;-0.7092814585835292;-0.636926342500955;-0.6584992734458543;-0.7069000697945236;-0.6730447631906848
-0.5868721967847708;-0.6957167486081164;-0.8430791785860867;-0.6672922965126795;-0.7529869301702563;-0.645148321108509;-0.6665699856209772;-0.7317157816928463;-0.6847937117623211
-0.5369920666650585;-0.6792649799118995;-0.8353371153325684;-0.6517618303873745;-0.7506404591564633;-0.627818609523155;-0.6508270451649372;-0.7286399271912312;-0.6706823263918475
-0.4786057555661376;-0.6474177760645934;-0.8086447504966325;-0.6206787911374798;-0.7170817556204381;-0.5906925065923168;-0.6176703770782788;-0.705044583713275;-0.6374595182144827
-0.4161298145166392;-0.6053485424473695;-0.7705396652849585;-0.5786325817063229;-0.6663738541618849;-0.541047386208064;-0.5732116057069603;-0.6679915512443593;-0.5917403103940106
